Index,Title,Content
555,Ivette Nadal,Ivette Nadal Granollers Bartzelona Katalunia 1988ko maiatzaren 6a bartzelonar egile abeslaria eta poeta da Lau diskolan eta lau poemaliburu gutxienez argitaratu ditu Tabernetan eta hurbileko espazioetan aurkeztu zituen bere lanak baita katalan musikapanoramako lekurik enblematikoenetan ere abestia eta poesia konbinatzen ditu bere emanaldietan Hainbat artistarekin lan egin du besteak beste Manolo Garcíarekin Los días intactos diskoko Creyente bajo torres de alta tensión lanean Hala Manolo Garcíaren diskografia osoko lehen artista gonbidatua izan da  Ibilbidea  Ivette Nadalen lehen emanaldiak gitarra eskuan Lhoriginal Lheliogàbal Lelèctric eta LSputnik bezalako aretoetan izan ziren Garai horretan hainbat errezitaldi egin zituen bakarka edo eszenatokia partekatuz Enric Casasses Blanca Llum Vidal Joan Vinuesarekin eta Jatorrizko H Belaunaldiko parte izan zen Hogei urte zituela 2008an bere lehen diskoa argitaratu zuen Guerres dolcíssimes Nadal lehenago Senglar Rock jaialdian Campus Rock eskola ibiltarian artista gisa agertu zen eta berak konposatutako abestiak bere esperientzia eta Toni Xuclà David Rossell eta Cris Juanicorekin izandako harremanak aprobetxatu zituen bere poesia propioarekin bere lehen diskoa sortzeko 2009an Camí Privat poema bilduma argitaratu zuen bere emanaldietan zuzenean errezitatzen dituen berrogei poemez osatutako bilduma bere lehen diskoarekin batera sortutako materialarekin A lesquena dun elefant bigarren musikalana argitaratu ostean Manolo García kantautoreak Los días intactos 2011 diskoan lankidetza proposatu zion non Creyente bajo torres de alta tensión abestia interpretatu zuen Urte hartan Manolo Garcíarekin batera La Marató tv3n eta Bartzelonako Coliseo Antzokian aritu zen Diskoa 2010eko 10 disko onenen artean aukeratu zuten Radio 4n eta bere lanak telebista serietan erabili ziren hala nola Pulseras rojas seriean2012an Mestres i amics lana aurkeztu zuen beste egile garaikide batzuen poesia barneratuz 2013ko Enderrock sarietako sei kategorietan hamar lan onenen artean bozkatu zuten Urte berean Bartzelonako 3D Film  Music Fest jaialdian 3Dko bideoklip onena bezala saritutako Calaix de Dalt diskoan jasotako katalanez egindako abesti baten lehen 3D bideoklipa argitaratu zuen2013ko ekainean Òmnium Culturalek antolatutako Bartzelonako Camp Noun egindako Askatasunaren Kontzertuan parte hartu zuen eta ia ehun mila ikusle bildu ziren2016an Tornar a mare lana aurkeztu zuen Manolo García eta Joan Colomoren kolaborazioa izan zuen diskoan Hamarkada bat eszenatokian ospatzeko 2018 amaieran ikuskizuna eta diskoa aurkezten zituen Arquitectura primera Pascal Comelade konpositore eta multiinstrumentistarekin batera Granollers Teatro Auditorioko kontzertu paregabean errepaso pertsonala Ivette Nadalen lan ezagunen moldaketa berriak soinu erradikalago eta dotoreagoarekin eta baita okasiorako egindako abesti berri pare batekin eta Rolling Stones eta Pj Harvey ren katalanez egindako bertsioekin Enric Casassesen letra argitaragabeekin  Anorexiaren aurkako borroka Tornar a mare Amarengana itzultzea  2012 urtearen ondoren etenaldi bat izan zen bere lanean anorexiaren aurkako borrokan bederatzi urterekin beregan lehen sintomak izan zituen eta 23 urtetik 27ra okerrera egin zuen gaixotasuna Autohobekuntza prozesuaren ondorioz bere laugarren diskoa sortu zen 2016an aurkeztutako Tornar a mare diskoari buruz hauxe esan zuen Ivette Nadalek diskoaren azaltzeko orduanSalbatzeko diskoa Mestres i amicsen garaian 2012 nola igotzen zen oholtzara gogoratuz baldintza ezosasungarrietan    Anorexia iceberg bat bezalakoa dela diote ez jatea goian dagoela eta arazoak behean Nire kasuan akats ideologiko bat egon zen gaixo zegoen pertsonaia eszeniko bat sortu nuen     Jendeari nire hauskortasuna asko gustatzen zitzaiola uste nuen eta muturreraino eraman nahi nuen transzendentzia batekin sentimentaltasun batekin Ez nuen kontrolatuEta hauxe gaineratu zuen Egun batean neure burua metroko leihoetatik ikusi nuen eta neire barruan berriro bizi eta irribarre egin nahi zuen neska hura ikusi nuen Amaren sabelera itzuli nahi zuen eta ama bezala itzuli nahi nuen hilabete batzuk neramatzan errealitatetik urrun Bizitza aldaketa bat da osasunerako Zeure burua sendatu behar duzu nire semeak abestiaren amaieran abesten duen bezala Crowdfunding plataforma baten bidez finantzatu zuen diskoa Letra guztiak bereak dira Salvador Espriu poeta katalanaren Versos enllà del camí izan ezik Manolo García No saps el mal que em fas eta Joan Colomoren En aquest parany kolaborazioa izan zuen Diskoaren bideoklipa Scott Rhea zuzendariak Creative Commons 30 doako lizentziapean lagatako irudiekin egina dago  Les Kollontai taldea  2017ko urtarrilean Les Kollontai taldearen proiektuan parte hartu zuen BarnaSans jaialdiaren ekoizpena beste hiru kantautorerekin batera Montse Castellà Sílvia Comes eta Mertixell Gené Taldearen izena Alexandra Kolontai feminista sobietarrari egindako omenaldia da eta haien abestiek berdintasunaren eta askatasunaren aldeko gai feminista dute  Ep i bosgarren diskoa  Oholtza gainean hamarkada bat ospatzeko 2018ko amaieran ikuskizuna eta diskoa aurkeztu zituen Pascal Comelade konpositore eta multiinstrumentistarekin hiru kontzertu paregabe moldatu zituen estreinaldia Teatre Auditori de Granollersen egin zela Ivette Nadalen abesti adierazgarrienen errepaso pertsonala moldaketa berriekin soinu erradikalagoa eta dotoreagoarekin eta baita okasiorako egindako abesti berri pare batekin eta Rolling Stones eta PJ Harvey ren katalanez egindako bertsioekin Enric Casassesen letra argitaragabeekin ComeladeNadal lankidetzatik 2020 urtearen amaieran disko bat sortu zen En nom de la ferida izenburuarekin Poesia eta kantuaren artean zeuden 14 abestik osatu zuten eta Josep Abril diseinatzaileak egin zuen diskoaren azala  Argitalpenak   Poemak   Diskografia   Bakardadea   Lankidetzak   Erreferentziak   Kanpo estekak 
556,1861, Gertaerak   Arte eta kultura   Zientzia eta teknologia   Kirolak   Jaiotzak   Urtarrila  Urtarrilaren 1a  JacquesÉmile Blanche frantziar margolaria h 1942 Urtarrilaren 5a  Plácido Allende bizkaitar ingeniari eta politikaria h 1911 Urtarrilaren 6a  Victor Horta belgikar arkitekto eta diseinatzailea h 1947 Urtarrilaren 9a  JeanClaude Nicolas Forestier frantziar arkitekto paisajista h 1930 Urtarrilaren 12a  Silvestras Žukauskas Errusiar Inperioaren armadako jenerala h 1937 Urtarrilaren 14a  Mehmed VIa Otomandar Inperioko 36 eta azken sultana h 1926 Urtarrilaren 17a  Jenny Morris ingeles brodatzailea h 1935 Urtarrilaren 18a  Hans Goldschmidt alemaniar kimikaria h 1923 Urtarrilaren 27a  Moritz Jursitzky austriarsilesiar idazlea h 1936 Urtarrilaren 30a  Wilhelm MeyerLübke suitzar hizkuntzalari erromanista eta hispanista h 1936  Otsaila  Otsailaren 10a  James Mooney estatubatuar antropologo eta etnografoa h 1921 Otsailaren 11  Elizabeth Bisland estatubatuar kazetari eta idazlea h 1929 Otsailaren 12a  Lou AndreasSalomé errusiar idazle psikoanalista eta intelektuala liberalismoaren jarraitzailea h 1937 Otsailaren 15a  Charles Édouard Guillaume suitzar fisikaria 1920ko Fisikako Nobel Saria h 1938 Otsailaren 15a  Alfred North Whitehead ingeles matematikari eta filosofoa h 1947 Otsailaren 25a  Santiago Rusiñol bartzelonar idazle eta margolaria h 1931 Otsailaren 25 edo 27a  Rudolf Steiner austriar filosofoa h 1925 Otsailaren 26a  Fernando Ia Bulgariakoa Bulgariako erregea h 1948 Otsailaren 28a  Clotilde Cerdá Bosch Esmeralda Cervantes espainiar harpajotzailea h 1926  Martxoa  Martxoaren 19a  Gregoria Canelo de Paredes cacerestar chinato dialektoaren hiztuna eta Extremadurako dialektologiaren ikertzailea h 1917 Martxoaren 21a  Charles Swickard zinema mutuko alemaniarestatubatuar zuzendari aktore eta gidoilaria h 1929  Apirila  Apirilaren 2a  Chung Ling Soo estatubatuar ilusionista h 1918 Apirilaren 16a  Toribio Altzaga donostiar idazle eta antzerkigilea h 1941 Apirilaren 18a  Juan Madinabeitia gipuzkoar medikua Espainiako gastroenterologiako eskola modernoaren sortzailea h 1938 Apirilaren 23a  Edmund Allenby britainiar landamariskala h 1936 Apirilaren 23a  Manuel Olaizola Lertxundi oriotar patroia h 1941 Apirilaren 26a  Rudolf StögerSteiner von Steinstätten AustroHungariako armadako koroneljenerala eta AustriaHungariako azken Gerra Ministroa h 1921  Maiatza  Maiatzaren 7a  Rabindranath Tagore Gurudev bengalar poeta idazle hezitzaile eleberrigile musikagile erreformista eta gizarte eragilea h 1941 Maiatzaren 17a  Maxime Maufra frantziar margolari grabatzaile eta litografoa h 1918 Maiatzaren 19a  Nellie Melba australiar opera abeslaria h 1931 Maiatzaren 20a  Henry Gantt estatubatuar ingeniari eta kudeaketa aditua h 1919  Ekaina  Ekainaren 8a  Juan Vázquez de Mella espainiar filosofo eta politikaria h 1928 Ekainaren 10a  Pierre Duhem frantziar fisikaria eta filosofoa h 1916 Ekainaren 19a  Douglas Haig Britainiar armadako ofizial nagusia h 1928 Ekainaren 19a  José Rizal filipinetako heroi nazionala h 1896 Ekainaren 20a  Frederick Gowland Hopkins ingeles biokimikaria 1929ko Medikuntzako Nobel Saria h 1947 Ekainaren 26a  Pablo Uranga arabar margolaria h 1934  Uztaila  Uztailaren 7a  Nettie Stevens estatubatuar genetista h 1912 Uztailaren 18a  Kadambini Ganguly Indiako lehen emakumea Indian medikuntza praktikatzen h 1923 Uztailaren 18a  Lucien Simon frantziar margolaria h 1945  Abuztua  Abuztuaren 4a  Daniel Edward Howard Liberiako 16 presidentea h 1935 Abuztuaren 5a  Mary Richmond Gizartelangintzaren aintzindaria eta soziologo estatubatuarra h 1928 Abuztuaren 6a  Edith Kermit Carow Roosevelt Ameriketako Estatu Batuetako lehen dama h 1948 Abuztuaren 8a  William Bateson ingeles biologoa h 1926 Abuztuaren 9a  Dorothea Klumpke estatubatuar astronomoa Parisko Behatokian Neurketa Agentzia zuzendu zuena h 1942 Abuztuaren 12a  Luigi Galleani estatu batuetan aritu zen italiar anarkista h 1931  Iraila  Irailaren 9a  Martin V Biscailuz baxenafar gurasodun estatubatuar letradu eta kazetari euskalduna h 1899 Irailaren 11  Erich von Falkenhayn Alemaniako Estatu Nagusiaren nagusia h 1922 Irailaren 23a  Robert Bosch alemaniar ingeniaria asmatzailea eta industriagizona h 1942 Irailaren 30a  Sofía Casanova galiziar kazetaria korrespontsala eta idazlea h 1958  Urria  Urriaren 2a  JeanBlaise Adema lapurtar euskaltzain idazle eta apaiza h 1936 Urriaren 4a  Frederic Remington estatubatuar margolari eskultore ilustratzaile eta idazlea j 1909 Urriaren 10a  Fridtjof Nansen norvegiar esploratzaile zientzialari eta diplomatikoa 1922an Bakearen Nobel Sariduna h 1930 Urriaren 24a  Aleksei Kaledin errusiar militarra Don ibaiaren arroko eskualdeko kosakoa h 1918 Urriaren 30a  Antoine Bourdelle frantziar eskultorea h 1929  Azaroa  Azaroaren 2a  Maurice Blondel frantziar kristau filosofoa h 1949 Azaroaren 2a  Georgi Lvov errusiar estadista Errusiako behinbehineko Gobernuaren burua h 1925 Azaroaren 10a  Robert T A Innes britainiar astronomoa h 1933 Azaroaren 22a  Ranavalona IIIa Madagaskarko erregina h 1917 Azaroaren 25a  José Gil Fortoul Venezuelako presidentea h 1943  Abendua  Abenduaren 5a  Armando Diaz espainiar jatorriko italiar jeneral eta mariskala h 1928 Abenduaren 5a  Konstantin Korovin errusiar margolaria h 1939 Abenduaren 8a  Aristide Maillol frantziar margolari eta eskultorea h 1944 Abenduaren 8a  Georges Méliès frantziar zinemagilea h 1938 Abenduaren 15a  Pehr Evind Svinhufvud Finlandiako presidentea h 1944 Abenduaren 19a  Italo Svevo italierazko idazlea h 1928 Abenduaren 20a  Ivana Kobilca Esloveniako margolari errealista h 1926  Egun ezezaguna edo zehaztugabea  Manuel Huarte nafar tenorra h 1942  Heriotzak   Urtarriletik ekainera  Urtarrilaren 2a  Frederiko Gilen IVa Prusiakoa Prusiako erregea j 1795 Urtarrilaren 13a  Karlos Luis Borboikoa Karlos VIa izenarekin Karlismoaren Espainiako tronurako erregenahia j 1818 Urtarrilaren 17a  Lola Montez irlandar dantzari aktore eta kortesana j 1821 Urtarrilaren 28a  Henri Murger frantziar idazlea j 1822 Otsailaren 20a  Eugène Scribe frantsesezko dramagilea j 1791 Martxoaren 10a  Taras Xevtxenko ukrainar poeta margolari eta humanista j 1814 Martxoaren 14a  Louis Niedermeyer suitzar musikagilea j 1802 Martxoaren 21a  Pedro Jose Zarandia Endara nafar legegizon eta elizgizona Ourense eta Huescako gotzaina j 1783 Apirilaren 8a  Elisha Otis estatubatuar asmatzailea Otis igogailu konpainiaren sortzailea eta igogailuetarako segurtasun gailu baten asmatzailea j 1811 Apirilaren 14a  Utagawa Kuniyoshi japoniar margolaria j 1798 Maiatzaren 13a  William Henry Fitton irlandar geologoa j 1780 Ekainaren 3a  Stephen A Douglas estatubatuar politikaria j 1813 Ekainaren 6a  Camillo Benso Cavourreko kondea italiar batasuna gauzatu zuen politikaria j 1810 Ekainaren 13a  Henry Gray ingeles anatomista eta zirujaua j 1827 Ekainaren 25a  Abdulmezid Ia otomandar Inperioko sultana j 1823 Ekainaren 26a  Pavel Josef Safarik eslovakiar filologoa eta arkeologoa j 1795 Ekainaren 29a  Elizabeth Barrett Browning Viktoriar Aroko ingeles idazlea j 1806  Uztailetik abendura  Abuztuaren 22a  Xianfeng Txinako enperadorea j 1831 Abuztuaren 27a  Rita Pérez de Moreno Mexikoko Independentzia Gerran matxinatu zen militante mexikarra j 1779 Irailaren 24a  Severo Andriani kataluniar elizgizona j 1774 Irailaren 30a  Joaquín María Ferrer euskal herritar politikari liberala eta militarra j 1777 Urriaren 25a  Friedrich Carl von Savigny alemaniar legelari eta historialaria j 1779 Azaroaren 1a  Balentin Berriotxoa santu elorriotarra misiolari domingotarra apezpiku eta martiria j 1827 Azaroaren 10a  Isidore Geoffroy SaintHilaire frantziar zoologoa teratologian autoritatea j 1805 Azaroaren 11  Petri Va Portugalgoa Portugalgo erregea j 1837 Azaroaren 20a  Migel Joakin Eleizegi Altzoko Erraldoia 227 metroko erraldoi gipuzkoarra j 1818 Azaroaren 29a  Nikolai Dobroliubov errusiar iraultzailea filosofoa eta literaturakritikaria j 1836 Abenduaren 14a  Alberto SaxoniaCoburg eta Gothakoa Viktoria Britainia Handiko erreginaren ezkontidea j 1819 Abenduaren 23a  Blas Domingo López arabar politikaria Gasteizko alkatea j 1781 Abendua  Heinrich August Marschner alemaniar musikagilea j 1795  Kanpo estekak 
557,Sarezzo,Sarezzo Italiako udalerri bat da Bresciako probintzian kokatuta dago Lombardia eskualdean 13337 biztanle ditu 1768 kilometro koadroko azaleran banatuta  Mugakideak  Sarezzok honako udalerri hauekin egiten du muga BrioneGardone Val TrompiaLumezzanePolavenoVilla CarcinaMarcheno  Kanpo estekak 
558,Lindblad (kraterra),Lindblad kraterra Ilargiko talkakrater bat da LQ01 lauangelukoan dago 594 kilometroko diametroa du Izena Bertil Lindbladren omenez darama Formazio hau Brianchon kraterraren hegoekialdean dago eta Cremonaren iparekialdean Krater honen ertzeko xehetasun finak inpaktu txikiagoen historia batek higatu ditu gainazalean ertz biribilduko sakonune bat bakarrik utziz Talkarik berriena Lindblad F ekialdeko ertzean sartzen da apur bat eta krater txiki batzuk iparraldeko eta hegomendebaldeko ertzean daude Barruko azalera erdiko puntuaren hegoaldeko eta hegomendebaldeko alboko krater formazio batek markatzen du  Krater sateliteak  Krater sateliteak krater nagusitik hurbil dauden krater txikiak dira eta krater horren izen bera hartzen dute letra larri osagarri batekin baita horien eraketa krater nagusiaren eraketatik independentea bada ere Konbentzioz egitura horiek ilargimapetan identifikatzen dira eta dagokien letra krater nagusitik hurbilen dagoen ertzaren erdian kokatzen da  Erreferentziak   Kanpo estekak 
559,Galeocharax humeralis,Galeocharax humeralis Galeocharax generoko animalia da Arrainen barruko Actinopterygii klasean sailkatzen da Characidae familian  Banaketa   Erreferentziak   Ikus gainera  Galeocharax Characidae  Kanpo estekak  FihsBaseorg
560,Muntsaratz,Muntsaratz Abadiñoko Bizkaia auzoa da Izen bereko bertako dorretxean Kalitatea Fundazioaren egoitza nagusia dago eta handik metro gutxira berriz Topagunea Euskara Elkarteen Federazioarena  Ikus gainera  Durangaldea  Kanpo estekak  Abadiñoko udal webgunea
561,The Twilight Saga: Breaking Dawn – Part 1,The Twilight Saga Breaking Dawn  Part 1 euskaraz Ilunabar Saga Egunsentia 2011ko Bill Condon estatubatuarrak zuzendutako amodio eta fantasiazko film bat da The Twilight Saga Breaking Dawn  Part 2 2012 bigarren zati bat du eta The Twilight Saga osatzen duten bost filmeetako bat da guztiak ere Stephenie Meyerrek idatzitako izenburu berdineko eleberri sailean oinarrituak Kristen Stewart Robert Pattinson Taylor Lautner Billy Burke Peter Facinelli Elizabeth Reaser Kellan Lutz Nikki Reed Jackson Rathbone Ashley Greene eta Anna Kendrick aktoreek antzeztu zuten  Argumentua  Edward Robert Pattinson eta Bellak Kristen Stewart elkarrenganako duten maitasuna Alicek Ashley Greene antolatutako ezkontz ospakizunak berretsiko du Eztei gauean ezkonduberriek sexu harremanak izan eta Bella haurdun geldituko da Erdi gizaki erdi banpiro den fetoaren hazkunde azkarrak Bellaren osasunari larriki kalte egin eta hiltzorian ipiniko du  Aktoreak  Kristen Stewart Bella SwanCullen Robert Pattinson Edward Cullen Taylor Lautner Jacob Black Peter Facinelli Carlisle Cullen Elizabeth Reaser Esme Cullen Ashley Greene Alice Cullen Kellan Lutz Emmett Cullen Nikki Reed Rosalie Hale Jackson Rathbone Jasper Hale Billy Burke Charlie Swan Sarah Clarke Leah Clearwater Booboo Stewart Seth Clearwater MyAnna Buring Tanya Maggie Grace Irina Casey LaBow  Kate Michael Sheen Aro Jamie Campbell Bower Caius Christopher Heyerdahl Marcus Chaske Spencer Sam Uley Christian Camargo Eleazar Mía Maestro Carmen  Ikus gainera  The Twilight Saga film saila  Kanpo estekak  IMDBko fitxa irakurgai Ingelesez
562,Askotz,Askotz Urraulbeiti udalerriko herri hustu bat da Euskal Herriko Nafarroa Garaia lurraldean kokatuta Pirinioaurrea eskualdean 1300n jada despopulatu bezala agertzen zen Bere lurrak Urraulbeitiko Udalara pasa ziren Bertako biztanleak askoztarrak ziren  Izena  Askotz toponimoa hainbat modutan agertu da historian zehar Azcoz 1366 Ascoz 1898 Ascoz 1915 Askoz 1996  Geografia  Askotz Urraulbeiti ibarran dago  Inguru naturala eta kokapena  Urraulbeiti Zangozako merindadeko herria da eta Nafarroako hiriburutik 36 kilometrora dago Udaletxea Artiedan dago Erliebe txikiko ibarra da Lautada bat osatzen du Longida Erromantzatua eta Urraulgoiti ibarretatik jarraitzen duena nahiz eta azken kasu horretan Ugarrongo arroilak eten egiten duen  Klima  Urraulbeitiko klima azpimediterraneoa da eta urteko batez besteko tenperatura 125 C ingurukoa da Urteroko egun euritsuak 100 inguru dira eta jausitako prezipitazioa 850mmkoa Basoa nahiko urria da eta zuhaitz gehienak pinuak dira Austriatik birlandaturiko zuhaitzak Horrez gain ameztiak eta zumeak ageri dira udalerriko gunerik lehor eta eguzkitsuenetan  Estazio meteorologikoak  Urraulbeitin dagoen Artieda kontzejuan itsasoaren mailatik 456 metrora Nafarroako Gobernuak 1954an jarritako estazio meteorologikoa dago Aukeratu beheko zatian urtetarte bat urte horiek goian xehetasun handiagoz ikusteko Ikusi edo aldatu datu gordinak  Historia  Oraindik 1268an populatuta zegoen data horretako Rediezmoaren liburuan agertzen den bezala Handik gutxira alde egin behar izan zuen Hainbat kanpainatan industua 19811982 oinplano angeluzuzeneko eliza txiki baten agerpena nabarmentzen da horma lodiekin non ur bedeinkatuzko pila mantentzen zen Gainerako herrixkak eraikuntza sinpleagokoak plaza handi baten inguruan antolatuta daude eta hortik kanpo etxebizitza isolatu batzuk daude  Oharrak   Erreferentziak   Ikus gainera  Urraulbeiti Pirinioaurrea Zangozako merindadea Nafarroa Garaia  Kanpo estekak 
563,Albert Baertsoen,Albert Baertsoen 1866ko urtarrilaren 9a  1922ko ekainaren 9a belgikar margolari pastelista eta artista grafiko bat izan zen  Bizitza eta lana  Ganten jaio zen Bere aita industriala eta ehungintza fabrikatzailea zen 1882an Arte Ederren Errege Akademiara joaten hasi zen eta Gustave Den Duyts eta Jean Delvinen eskutik ikasi zuen Margolari gisa debuta 1887an izan zen Bruselan lEssor talde sezesionistak egindako erakusketa batean parte hartu zuenean Parisen jarraitu zituen ikasketak Alfred Philippe Rollen arte eskolan eta 1889an Parisko Erakusketan egin zuen erakusketa Hurrengo urtean James Ensor Frantz Charlet eta beste belgikar margolari batzuekin batera joan zen Londresera ikasketa bidaia batean 1894an Cercle des BeauxArts dOstende fundatzen lagundu zuen 189495 urteetan beste egonaldi bat izan zen Parisen non bere Oude Vlaamse Vaart Flandriako Bela Zaharrak koadroa Luxenburgoko Museoak eskuratu zuen eta La Libre Esthétiquek egindako erakusketa batean parte hartu zuen 1896tik 1901era Europan zehar erakusketak egiten jarraitu zuen hainbat Urrezko Domina irabaziz 1913an Ganteko Munduko Azokako arte epaimahaiko kide izan zen Lehen Mundu Gerran Londresen bizi izan zen 1919an Gantera itzuli zen Urte hartan Belgikako Errege Akademiako kide izendatu zuten Bi urte beranduago Bruselako Galerie Georges Girouxen egin zen haren lanaren atzera begirakoa Ganten hil zen 1922an  Ohoreak  1919  Koroaren Ordenako komandantea  1919  Errege Akademiako kidea  Idazlanak  De la mémoire visuelle chez lartiste Bulletin de lAcadémie Royale de Belgique Classe des BeauxArts zk 910 Brusela 1920  Erreferentziak   Bibliografia  Hippolyte FierensGevaert Albert Baertsoen Elibron Classics 2001 1910eko edizioaren berrargitalpena frantsesaISBN 0543877841 O Roelandts Albert Baertsoen Arte Ederren Errege Akademia Gante 1928 H Van de WoestijneVanagt De Visuele oprechtheid van Albert Baertsoen atzera begirako katalogoa 1972 Paul Lambotte Albert Baertsoen La revue de lart ancien et moderne Paris 1919ko azaroaren 10ean  Kanpo estekak  ArtNet Baertsoenen lan gehiago Hildako hirietako margolaria M Albert Baertsoen Gabriel Mourey The International Studio Vol5  Google Books Recent Etchings by Albert Baertsoenen The International Studio Vol30  Google Books
564,Pristimantis inguinalis,Pristimantis inguinalis Pristimantis generoko animalia da Anfibioen barruko Craugastoridae familian sailkatuta dago Anura ordenan  Erreferentziak   Ikus gainera  Craugastoridae  Kanpo estekak 
565,"Center udalerria, Lake konderria (Indiana)",Center udalerria Ameriketako Estatu Batuetako Indiana estatuko udalerri bat da Lake konderrian Azken zentsuaren arabera 38630 biztanle zituen 3994 milia karratu 1034 km2 eremuan  Ekonomia  2020ko zentsuaren arabera Center udalerriak 12462 etxebizitza zeuden Per capita dirusarrerak 36298 estatubatuar dolar ziren  Kanpo estekak 
